#include "libanogs.so.h"


pointer PTR_FUN_00634ca0;
undefined DAT_00634cd0;
undefined DAT_00634d00;
pointer PTR_FUN_00634d30;
undefined *PTR_FUN_006207b8;
undefined *PTR_FUN_00620800;
undefined DAT_00634d90;
undefined DAT_00196357;
pointer PTR_LAB_00634f10;
undefined DAT_0019635d;
undefined DAT_00634f30;
undefined DAT_0019636b;
byte DAT_0066f410;
long DAT_0066f418;
double DAT_0066f420;
byte DAT_0066f428;
undefined DAT_00634f90;
pointer PTR_LAB_00635040;
undefined DAT_00635070;
undefined8 *DAT_0066f838;
undefined *PTR_FUN_00621678;
undefined DAT_0066f840;
undefined FUN_0037f970;
undefined *PTR_FUN_00620838;
undefined DAT_00198465;
pointer PTR_FUN_006350a0;
undefined8 DAT_006350c0;
byte DAT_0066f442;
undefined DAT_00195661;
undefined DAT_0019cd1f;
undefined DAT_0019d140;
undefined DAT_006350f0;
undefined DAT_00635120;
ulong DAT_0066f458;
pointer PTR_FUN_00635150;
long *DAT_0066f448;
undefined8 DAT_0066f450;
undefined8 DAT_0066f458;
undefined8 DAT_0066f460;
undefined DAT_0019acc9;
pointer PTR_FUN_00635190;
undefined8 DAT_0066f498;
undefined FUN_00321e88;
pointer PTR_LAB_006351c0;
undefined8 *DAT_0066f4b0;
undefined DAT_0066f4b8;
undefined FUN_00322650;
undefined8 DAT_006351f0;
undefined DAT_00635220;
undefined DAT_00635250;
int DAT_0066f4bc;
undefined DAT_00196375;
undefined8 DAT_00635280;
char DAT_0066f4c0;
undefined DAT_00195344;
undefined DAT_0019a0df;
int DAT_0066f4c4;
undefined DAT_0019bc14;
undefined DAT_006352c0;
pointer PTR_LAB_006352f0;
pointer PTR_LAB_00635310;
undefined DAT_00635330;
long DAT_0066f550;
undefined DAT_0066f558;
undefined FUN_0033ccec;
pointer switchdataD_00637420;
undefined DAT_00195e7e;
undefined *PTR_FUN_00620870;
undefined8 DAT_00635390;
undefined DAT_00199cc9;
pointer switchdataD_006353b0;
undefined DAT_006353f0;
undefined DAT_0019c42f;
undefined DAT_00635430;
undefined DAT_00197407;
undefined DAT_00196753;
undefined DAT_00199483;
undefined DAT_001d97f0;
pointer PTR_LAB_00635460;
pointer PTR_FUN_00635490;
undefined DAT_006354c0;
undefined DAT_006354f0;
long DAT_0066f798;
pointer PTR_FUN_0063bfb0;
undefined *PTR_FUN_006208a0;
pointer PTR_FUN_00635520;
undefined DAT_0019801f;
undefined DAT_0019d557;
pointer switchdataD_00635540;
undefined DAT_0019d562;
undefined DAT_00635590;
pointer PTR_LAB_006355c0;
char DAT_0066ebf8;
undefined8 DAT_006355f0;
undefined DAT_006356a0;
undefined8 DAT_0066f4d0;
undefined8 DAT_0066f4d8;
undefined8 DAT_0066f4e0;
undefined DAT_0066f4e8;
undefined *PTR_FUN_006208c8;
undefined *PTR_FUN_00620910;
undefined *PTR_FUN_00620940;
undefined DAT_00195673;
undefined DAT_00635750;
long DAT_0066f520;
pointer PTR_FUN_00635790;
undefined8 DAT_006357b0;
undefined DAT_00196382;
undefined DAT_00199491;
undefined DAT_0019a0e7;
undefined DAT_0019ace5;
undefined DAT_0019d566;
undefined FUN_00326218;
undefined DAT_0019a0f3;
undefined DAT_00635810;
pointer PTR_FUN_00635840;
undefined DAT_0019acf6;
undefined DAT_0019ad06;
undefined DAT_0019c43c;
undefined DAT_00635860;
undefined DAT_00196b00;
undefined DAT_006358b0;
undefined DAT_0019bff2;
undefined DAT_006358f0;
pointer PTR_LAB_00635920;
pointer PTR_LAB_00635970;
undefined DAT_006359a0;
pointer PTR_LAB_006359d0;
pointer PTR_FUN_00635a00;
long DAT_0066f528;
undefined DAT_0066f530;
undefined FUN_0032793c;
undefined *PTR_FUN_00620970;
undefined *PTR_FUN_006209b0;
undefined8 DAT_00635a60;
pointer PTR_LAB_00635a90;
undefined DAT_00635ab0;
undefined DAT_0019a8f0;
undefined DAT_00635ad0;
pointer PTR_LAB_00635b10;
pointer PTR_LAB_00635b50;
pointer PTR_FUN_00635b90;
undefined DAT_00635bc0;
undefined DAT_0019740b;
undefined DAT_0019848c;
undefined DAT_001988c7;
undefined DAT_0019c95d;
undefined DAT_0019cd2c;
undefined DAT_00635bf0;
undefined DAT_00199ce1;
undefined DAT_00635c60;
undefined DAT_0019741f;
undefined DAT_00198032;
undefined DAT_0019a90c;
undefined DAT_00635ca0;
undefined DAT_00195ab1;
undefined DAT_00635cd0;
pointer PTR_LAB_00635d40;
undefined DAT_00195e86;
undefined DAT_00199cd6;
undefined DAT_00635d60;
undefined DAT_00195eac;
undefined DAT_00635dd0;
pointer PTR_LAB_00635e40;
undefined8 DAT_00635e70;
pointer switchdataD_00635ea0;
undefined DAT_00196f52;
undefined8 DAT_00635ee0;
undefined DAT_00635f10;
pointer PTR_FUN_00635f30;
pointer PTR_LAB_00635f60;
pointer PTR_LAB_00635fc0;
undefined DAT_00635ff0;
undefined DAT_00636020;
undefined DAT_0019534e;
undefined DAT_00636050;
long DAT_0066f538;
pointer PTR_FUN_00636070;
undefined8 *DAT_0066f538;
undefined *PTR_FUN_006209e0;
undefined DAT_006360b0;
pointer PTR_FUN_006360e0;
undefined DAT_00195aba;
undefined DAT_00636100;
undefined DAT_00636160;
undefined DAT_006361f0;
undefined DAT_00196f5e;
undefined DAT_0019a56a;
undefined DAT_00636240;
undefined DAT_00636290;
undefined DAT_00196f76;
undefined DAT_00636300;
undefined DAT_00196f68;
undefined DAT_00199076;
undefined DAT_0019c442;
pointer switchdataD_00636390;
undefined DAT_006363c0;
undefined DAT_00636490;
pointer PTR_LAB_006364f0;
undefined DAT_00636570;
undefined DAT_00636610;
undefined DAT_00636660;
pointer PTR_LAB_006366d0;
pointer PTR_LAB_00636740;
undefined DAT_00195ac4;
undefined DAT_006367c0;
undefined DAT_00636840;
undefined DAT_006368a0;
undefined DAT_00636910;
undefined DAT_00636940;
undefined DAT_001d9afc;
undefined4 DAT_001da14c;
undefined DAT_00636a10;
undefined DAT_00636ab0;
undefined DAT_00636b40;
undefined DAT_00636b70;
pointer PTR_LAB_00636ba0;
pointer PTR_FUN_00636bd0;
pointer PTR_LAB_00636c00;
undefined DAT_00198491;
pointer PTR_LAB_00636c30;
pointer PTR_LAB_00636c70;
byte DAT_0066f548;
int DAT_0066f544;
undefined DAT_00636ca0;
undefined DAT_00636ce0;
undefined DAT_00636d00;
undefined *PTR_FUN_00620a10;
undefined DAT_0019849c;
pointer switchdataD_00636d40;
undefined DAT_0019a913;
pointer PTR_FUN_00636d70;
undefined DAT_00198cad;
undefined DAT_00199843;
pointer PTR_LAB_00636d90;
byte DAT_0066f549;
undefined DAT_0019bc2a;
undefined DAT_0019567a;
undefined DAT_00199080;
undefined DAT_0019bc21;
undefined DAT_00636de0;
undefined DAT_0019a917;
undefined DAT_00636ea0;
undefined DAT_00198cba;
undefined8 DAT_00636ed0;
undefined DAT_00636f20;
undefined8 DAT_00636f40;
undefined8 DAT_00636f70;
undefined4 DAT_001daaa0;
undefined4 DAT_001dab80;
undefined DAT_00636fa0;
pointer PTR_LAB_00637000;
pointer switchdataD_00637020;
undefined DAT_00637040;
undefined1 DAT_0066fa10;
undefined DAT_00637060;
byte DAT_0066f54a;
undefined DAT_0019949d;
undefined DAT_006370a0;
undefined DAT_00637150;
undefined DAT_006371a0;
pointer switchdataD_00637250;
pointer PTR_LAB_00637280;
pointer switchdataD_006372b0;
pointer PTR_LAB_006372f0;
pointer PTR_FUN_00637320;
undefined DAT_0019b254;
undefined DAT_0019cd39;
undefined DAT_0019a570;
pointer PTR_LAB_00637360;
pointer PTR_FUN_00637390;
undefined DAT_006373c0;
pointer PTR_LAB_006373f0;
undefined8 *DAT_0066f550;
undefined *PTR_FUN_00620a48;
pointer PTR_LAB_00637440;
undefined DAT_00196f7b;
undefined DAT_00195acd;
undefined DAT_00197bed;
undefined DAT_0019c005;
undefined DAT_006374a0;
pointer PTR_FUN_00637520;
char DAT_0066f560;
char DAT_0066f564;
long DAT_0066f568;
long DAT_0066f570;
undefined DAT_00637560;
long DAT_0066f580;
undefined DAT_006375f0;
long DAT_0066f588;
long DAT_0066f578;
long DAT_0066f5c8;
undefined DAT_00637670;
long DAT_0066f5c0;
undefined DAT_00637720;
long DAT_0066f5d0;
undefined DAT_0019ad21;
undefined DAT_006377a0;
char DAT_0066f5ac;
undefined DAT_00637830;
pointer PTR_LAB_006378a0;
byte DAT_0066f5bc;
undefined4 DAT_0066f5b8;
long DAT_0066f610;
undefined DAT_00637920;
long DAT_0066f5d8;
long DAT_0066f5e0;
long DAT_0066f5e8;
undefined DAT_0019638d;
long DAT_0066f5f8;
long DAT_0066f600;
char DAT_0066f5f0;
byte DAT_0066f609;
byte DAT_0066f608;
long DAT_0066f618;
undefined DAT_00197bf9;
long DAT_0066f650;
undefined DAT_00197bff;
undefined DAT_0019a91e;
undefined DAT_00637980;
undefined DAT_006379e0;
char DAT_0066f59c;
float DAT_0066f5a0;
float DAT_0066f5a4;
undefined DAT_00637af0;
char DAT_0066f620;
undefined DAT_00637c60;
int DAT_0066f55c;
time_t DAT_0066f628;
undefined DAT_00195683;
undefined DAT_00196760;
undefined DAT_00196b0e;
undefined DAT_0019cd4c;
undefined DAT_00637d00;
undefined DAT_00637dd0;
undefined DAT_00196b19;
undefined DAT_0019d56a;
undefined DAT_00637e40;
undefined8 DAT_00638070;
undefined DAT_006380e0;
undefined1 DAT_0066f638;
byte DAT_0066f630;
undefined DAT_006381c0;
undefined8 DAT_00638200;
undefined DAT_00638260;
undefined DAT_006382d0;
undefined DAT_00638340;
long DAT_0066f640;
undefined DAT_001978d2;
undefined DAT_0019a920;
undefined DAT_006383a0;
long DAT_0066f658;
undefined DAT_0019984c;
pointer PTR_FUN_00638460;
undefined8 *DAT_0066f658;
undefined *PTR_FUN_00620a78;
pointer PTR_LAB_00638480;
pointer PTR_FUN_006384b0;
pointer PTR_LAB_006384e0;
pointer PTR_FUN_00638510;
pointer PTR_FUN_00638540;
pointer PTR_LAB_00638570;
undefined DAT_00197430;
undefined DAT_001994ab;
undefined8 DAT_006385a0;
pointer PTR_LAB_006385d0;
long DAT_0066f668;
pointer PTR_FUN_00638680;
undefined2 *DAT_0066f668;
undefined DAT_0019b26a;
pointer PTR_LAB_006386a0;
undefined DAT_00196b25;
undefined DAT_00638710;
undefined DAT_006387a0;
undefined DAT_006387f0;
pointer PTR_LAB_00638860;
undefined DAT_006388d0;
undefined DAT_0019a927;
pointer PTR_FUN_00638900;
pointer PTR_FUN_00638930;
undefined DAT_00638960;
undefined DAT_00638a30;
undefined DAT_00638a80;
undefined DAT_00196f82;
pointer PTR_FUN_00638ab0;
undefined DAT_00638ad0;
long DAT_0066f678;
undefined DAT_00638b00;
pointer PTR_LAB_00638b20;
pointer PTR_LAB_00638b40;
pointer PTR_FUN_00638b70;
undefined DAT_00638ba0;
undefined DAT_0019b274;
undefined DAT_0019cd55;
undefined DAT_0019df90;
undefined DAT_00638ce0;
undefined DAT_001984ab;
undefined DAT_00638dc0;
pointer PTR_LAB_00638e80;
undefined DAT_00638eb0;
undefined DAT_00638ef0;
undefined8 DAT_00638fa0;
undefined DAT_00639000;
undefined DAT_00639030;
pointer PTR_FUN_00639090;
undefined DAT_006390c0;
undefined *DAT_00639130;
undefined8 DAT_00639150;
undefined DAT_00639180;
undefined8 DAT_006391a0;
long DAT_0066f688;
pointer PTR_FUN_006391d0;
undefined DAT_00195694;
undefined *PTR_FUN_00620aa0;
undefined *PTR_FUN_00620ad8;
undefined *PTR_FUN_00620b08;
undefined *PTR_FUN_00620b38;
pointer PTR_LAB_006391f0;
undefined DAT_001988d0;
undefined DAT_00639210;
pointer PTR_LAB_006392d0;
undefined DAT_0019569d;
undefined DAT_00196f90;
undefined DAT_0019a576;
undefined DAT_001956b3;
undefined DAT_00196770;
undefined DAT_00196f9a;
undefined DAT_0019ad25;
undefined DAT_0019c453;
undefined DAT_0019c97a;
undefined DAT_0019d14a;
pointer PTR_LAB_00639300;
undefined DAT_00639330;
pointer PTR_LAB_006393e0;
long DAT_0066f698;
undefined DAT_0066f6a0;
undefined FUN_00351b1c;
pointer PTR_FUN_00639410;
undefined FUN_005c52d8;
undefined *PTR_FUN_00620b68;
undefined *PTR_FUN_00620bb0;
undefined FUN_005c5388;
undefined *PTR_FUN_00620be0;
pointer PTR_LAB_00639430;
undefined FUN_005c5400;
undefined getpagesize;
undefined FUN_005c5480;
pointer PTR_FUN_00639450;
undefined DAT_0019b70f;
undefined1 DAT_001dabe1;
undefined DAT_00639490;
pointer PTR_LAB_006394e0;
undefined8 DAT_00639760;
undefined DAT_006397a0;
pointer PTR_FUN_00639800;
pointer PTR_LAB_00639820;
undefined *PTR_FUN_00620c18;
undefined *PTR_FUN_00620c60;
undefined DAT_0019ad29;
undefined DAT_00196398;
pointer PTR_LAB_00639840;
undefined DAT_00639860;
undefined DAT_00639900;
pointer PTR_FUN_00639940;
undefined DAT_00639980;
undefined DAT_0019a956;
undefined DAT_006399e0;
undefined DAT_00639af0;
undefined DAT_0019cd74;
undefined DAT_00639b30;
undefined DAT_00195ad4;
undefined DAT_00196fc7;
undefined DAT_001984b6;
undefined DAT_0019d158;
undefined DAT_001dabf8;
undefined DAT_00639bd0;
undefined DAT_0019cd96;
undefined DAT_00639c80;
undefined DAT_00639d00;
pointer PTR_FUN_00639da0;
pointer PTR_LAB_00639dd0;
pointer PTR_LAB_00639e00;
undefined8 *DAT_0066f6b0;
undefined *PTR_FUN_00620c90;
undefined DAT_00639e50;
undefined DAT_00639e90;
undefined DAT_0019bc33;
undefined DAT_0019c980;
undefined DAT_00639ec0;
undefined DAT_00197c12;
undefined DAT_001984bb;
undefined DAT_001994b2;
undefined DAT_00639ee0;
undefined DAT_00195352;
undefined DAT_00195ebc;
undefined DAT_0019ad35;
undefined DAT_00639f40;
undefined DAT_00639f90;
undefined DAT_00195ecf;
undefined DAT_00195ed9;
undefined DAT_00196fd2;
undefined DAT_0019985e;
undefined DAT_0019c477;
undefined DAT_0019d163;
pointer PTR_LAB_00639fe0;
pointer PTR_FUN_0063a040;
undefined DAT_0063a070;
undefined FUN_00358efc;
undefined8 *DAT_0066f6b8;
undefined *PTR_FUN_00620cf0;
undefined DAT_0066f6c0;
undefined *PTR_FUN_00620cb8;
long DAT_0066f6c8;
undefined8 DAT_0063a0c0;
undefined DAT_001956bc;
undefined DAT_00195ae2;
undefined DAT_0063a0e0;
undefined DAT_001956ca;
undefined DAT_00195aeb;
undefined DAT_001963a1;
undefined DAT_00196b2f;
undefined DAT_00196fdc;
undefined DAT_00199087;
undefined DAT_0019909e;
undefined DAT_00199865;
undefined DAT_0019bc3f;
undefined DAT_0019c00e;
undefined DAT_0019c985;
undefined DAT_0019c99b;
undefined DAT_0019d576;
undefined DAT_0063a140;
undefined DAT_0063a240;
undefined DAT_00196790;
undefined DAT_0063a280;
pointer PTR_FUN_0063a2b0;
pointer PTR_LAB_0063a2e0;
long DAT_0066f6d0;
pointer PTR_FUN_0063a310;
undefined DAT_00196fe9;
undefined DAT_0019c035;
undefined DAT_00195b01;
undefined DAT_001963b1;
undefined DAT_001984c2;
undefined DAT_001984d3;
undefined DAT_0063a330;
undefined DAT_00197c17;
undefined DAT_0019987b;
undefined DAT_00198cc3;
undefined DAT_001963bc;
undefined DAT_00199892;
undefined DAT_0019c024;
undefined DAT_0019d16b;
undefined DAT_0019ddf0;
undefined DAT_0063a3b0;
undefined DAT_00197448;
undefined DAT_0019ad48;
undefined DAT_0019de90;
undefined mmap;
undefined gettimeofday;
undefined open;
undefined FUN_002c2338;
undefined read;
undefined dlopen;
undefined fgets;
undefined fopen;
undefined fseek;
undefined readdir;
undefined write;
undefined fread;
undefined access;
undefined stat;
undefined fstat;
undefined getenv;
undefined select;
undefined connect;
undefined send;
undefined getpid;
undefined recv;
undefined kill;
undefined opendir;
undefined sleep;
undefined ptrace;
undefined execl;
undefined fdopen;
undefined dlclose;
undefined pthread_create;
undefined clock_gettime;
undefined fork;
undefined syscall;
pointer PTR_FUN_0063a420;
undefined DAT_00198042;
undefined DAT_0019a583;
byte DAT_0066f6d8;
undefined DAT_0019a101;
pointer PTR_LAB_0063a440;
undefined DAT_0063a470;
undefined DAT_0063a4a0;
pointer PTR_LAB_0063a4d0;
long DAT_0066f6e0;
pointer PTR_FUN_0063a530;
undefined DAT_0019ad55;
undefined DAT_0019b714;
undefined DAT_0019c481;
pointer PTR_LAB_0063a550;
undefined DAT_0063a590;
pointer PTR_LAB_0063a620;
undefined DAT_001984ec;
undefined DAT_0019c03f;
undefined DAT_0019c48e;
undefined DAT_0019cda0;
undefined DAT_0063a690;
undefined DAT_00196ff2;
undefined DAT_00197c26;
undefined DAT_0019ad61;
undefined DAT_0019c9b1;
undefined DAT_0063a6f0;
undefined DAT_00195366;
undefined DAT_0019d58c;
undefined DAT_001956d8;
pointer PTR_FUN_0063a750;
undefined8 *DAT_0066f6e8;
undefined *PTR_FUN_00620da0;
undefined DAT_001988e1;
undefined DAT_0019d17a;
pointer PTR_LAB_0063a7a0;
undefined DAT_001956e4;
undefined DAT_00197460;
undefined DAT_00198056;
undefined DAT_00198502;
undefined DAT_001990b4;
undefined DAT_0019c4a4;
undefined DAT_0063a7d0;
undefined DAT_0063a870;
pointer PTR_LAB_0063a8a0;
pointer PTR_LAB_0063a8d0;
undefined DAT_0063a900;
pointer PTR_LAB_0063a930;
undefined8 *DAT_0066f6f0;
undefined *PTR_FUN_00620dc8;
undefined DAT_00197c3b;
undefined DAT_0019d59c;
pointer PTR_FUN_0063a980;
undefined DAT_0019d187;
undefined DAT_0063a9b0;
undefined DAT_001956f0;
undefined DAT_00195701;
undefined DAT_00195ee5;
undefined DAT_00195ef5;
undefined DAT_0019746e;
undefined DAT_001978dd;
undefined DAT_00198ccf;
undefined DAT_001994bc;
undefined DAT_00199cea;
undefined DAT_0019a119;
undefined DAT_0019a599;
undefined DAT_0019c9bd;
undefined DAT_0019cdb2;
undefined DAT_0019d5ac;
undefined DAT_0063aa50;
undefined DAT_001963cd;
undefined DAT_00197014;
undefined DAT_0019b722;
undefined DAT_0063ab50;
pointer PTR_LAB_0063aba0;
undefined8 DAT_0063abd0;
pointer PTR_LAB_0063ac30;
undefined8 *DAT_0066f6f8;
undefined *PTR_FUN_00620df0;
undefined *PTR_FUN_00620e28;
undefined DAT_001998a9;
undefined DAT_0019d18c;
undefined8 DAT_0063ac80;
undefined8 DAT_0063acb0;
undefined DAT_0019b75b;
undefined DAT_0063acd0;
undefined DAT_0019a5cf;
undefined8 DAT_0063ad30;
undefined DAT_00195371;
undefined DAT_00195f09;
undefined DAT_00198065;
undefined DAT_001994d0;
undefined DAT_00199cfc;
undefined DAT_00199d1a;
undefined DAT_0019a5b1;
undefined DAT_0019c051;
undefined DAT_0019c9d2;
undefined DAT_0019c9e9;
undefined DAT_0019cdc0;
undefined DAT_0019d5c3;
pointer PTR_LAB_0063ad70;
undefined DAT_00195719;
undefined DAT_0019573d;
undefined DAT_001963e2;
undefined DAT_001988ed;
undefined DAT_0019b739;
undefined DAT_0063ae50;
pointer PTR_LAB_0063aec0;
undefined DAT_00196b3c;
undefined DAT_00199d2e;
undefined DAT_0019bc55;
undefined DAT_0019c4b2;
undefined DAT_0063af30;
undefined DAT_0063af50;
pointer PTR_FUN_0063af80;
undefined8 *DAT_0066f700;
undefined *PTR_FUN_00620e58;
undefined DAT_0066f708;
undefined FUN_00360e14;
long DAT_0066f700;
pointer PTR_LAB_0063afb0;
pointer PTR_FUN_0063afd0;
undefined *PTR_FUN_00620e90;
long DAT_0066f710;
pointer PTR_LAB_0063aff0;
undefined DAT_0063b010;
undefined8 *DAT_0066f718;
undefined *PTR_FUN_00620ec0;
undefined DAT_0063b040;
undefined DAT_0019b280;
undefined DAT_0063b070;
undefined4 DAT_0019df40;
undefined DAT_001dabfe;
undefined DAT_00196408;
undefined DAT_0019a95f;
pointer PTR_LAB_0063b0b0;
pointer switchdataD_0063b0e0;
undefined FUN_00361ea0;
undefined8 *DAT_0066f720;
undefined *PTR_FUN_00620ef0;
undefined DAT_0066f728;
long DAT_0066f720;
undefined8 DAT_0063b100;
undefined DAT_0019bcc0;
undefined DAT_0063b120;
undefined DAT_0019a5dd;
pointer PTR_LAB_0063b140;
pointer PTR_FUN_0063b170;
pointer PTR_LAB_0063b1c0;
pointer PTR_LAB_0063b1f0;
undefined DAT_0063b250;
undefined DAT_0063b2f0;
long DAT_0066f730;
undefined DAT_0019c9fa;
undefined DAT_0063b320;
undefined8 *DAT_0066f730;
undefined *PTR_FUN_00620f18;
undefined DAT_0063b340;
undefined *PTR_FUN_00620f40;
pointer PTR_FUN_0063b3a0;
pointer PTR_FUN_0063b3d0;
undefined DAT_0019cdcd;
pointer PTR_FUN_0063b3f0;
undefined DAT_0019575f;
undefined DAT_0019850a;
undefined DAT_0019b760;
undefined8 DAT_0063b410;
undefined DAT_0019ca03;
undefined DAT_001db0bc;
undefined8 DAT_0063b480;
undefined DAT_0063b4c0;
undefined FUN_00364458;
undefined DAT_0063b4f0;
pointer PTR_FUN_0063b520;
int DAT_0066f73c;
undefined DAT_001db0cd;
undefined4 DAT_001dc374;
long DAT_0066f740;
pointer PTR_LAB_0063b540;
undefined8 *DAT_0066f740;
undefined *PTR_FUN_00620f78;
undefined *PTR_FUN_00620fc0;
undefined DAT_00195b09;
undefined DAT_00195f29;
undefined DAT_00199d34;
undefined DAT_0019a12b;
undefined DAT_0019a133;
undefined DAT_0019d5d8;
undefined DAT_00197025;
undefined DAT_0019538f;
undefined DAT_0019b287;
undefined DAT_0063b580;
undefined DAT_0063b5d0;
undefined DAT_00197031;
undefined DAT_00199d3b;
undefined DAT_0019c065;
undefined DAT_0019cddb;
undefined DAT_0063b6d0;
undefined DAT_0063b770;
undefined DAT_001994eb;
pointer PTR_FUN_0063b7b0;
undefined DAT_00197c40;
pointer PTR_LAB_0063b810;
undefined DAT_0063b830;
pointer PTR_FUN_0063b850;
undefined DAT_0063b880;
undefined DAT_00196b45;
undefined DAT_0019748c;
undefined8 DAT_0063b910;
undefined DAT_0063b930;
pointer PTR_LAB_0063b9d0;
undefined DAT_0063ba00;
undefined8 *DAT_0066f750;
pointer PTR_FUN_00620ff0;
undefined DAT_0066f758;
undefined FUN_003684f0;
undefined DAT_0063ba50;
undefined DAT_0063ba80;
pointer PTR_FUN_0063bac0;
pointer PTR_LAB_0063bae0;
undefined DAT_0063bb00;
undefined DAT_0063bba0;
long DAT_0066f760;
undefined DAT_0066f768;
undefined FUN_003696bc;
pointer switchdataD_0063bc00;
undefined8 *DAT_0066f760;
undefined *PTR_FUN_00621018;
long DAT_0066f770;
undefined DAT_0063bc20;
pointer PTR_FUN_0063bd60;
undefined DAT_0063bd90;
undefined DAT_0063bdd0;
pointer PTR_LAB_0063be00;
undefined DAT_0063be30;
pointer switchdataD_0063be60;
pointer PTR_LAB_0063bea0;
undefined DAT_0063bed0;
undefined *PTR_FUN_00621030;
undefined8 *DAT_0066f778;
undefined FUN_0036e08c;
undefined DAT_0066f780;
undefined DAT_0063bf00;
undefined DAT_0019c4bc;
undefined FUN_0036e758;
undefined DAT_0063bf30;
undefined8 *DAT_0066f788;
undefined *PTR_FUN_00621440;
undefined FUN_0036f200;
undefined DAT_0066f790;
long DAT_0066f788;
undefined8 DAT_0063bf70;
pointer PTR_FUN_0063bf90;
undefined8 *DAT_0066f798;
undefined *PTR_FUN_00621468;
undefined8 *DAT_0066f7a8;
undefined *PTR_FUN_00621490;
undefined DAT_0066f7b0;
undefined FUN_0036f6d0;
undefined DAT_0063bfd0;
undefined DAT_0063c030;
pointer PTR_LAB_0063c170;
undefined DAT_0019b293;
undefined DAT_0063c1a0;
pointer PTR_LAB_0063c260;
undefined DAT_0063c2b0;
undefined8 DAT_0063c300;
undefined DAT_0063c340;
pointer PTR_LAB_0063c390;
long DAT_0066f7b8;
pointer PTR_LAB_0063c3c0;
undefined8 *DAT_0066f7b8;
undefined *PTR_FUN_006214c8;
undefined8 DAT_0063c3e0;
long DAT_0066f7c8;
pointer PTR_LAB_0063c400;
undefined8 *DAT_0066f7c8;
undefined *PTR_FUN_00621500;
undefined DAT_001978ef;
undefined DAT_0019a5f8;
undefined DAT_0019b29b;
undefined DAT_0019d193;
undefined DAT_00198909;
undefined DAT_0019bcd6;
undefined8 DAT_0063c420;
undefined DAT_0063c480;
undefined DAT_0063c4b0;
undefined DAT_0063c500;
undefined DAT_0063c570;
pointer PTR_LAB_0063c5f0;
pointer PTR_LAB_0063c620;
undefined DAT_00196b51;
undefined DAT_001990c4;
undefined DAT_001990d5;
undefined DAT_0019b2a5;
undefined DAT_0019cde0;
undefined DAT_00198087;
undefined DAT_00196410;
undefined DAT_00197902;
undefined DAT_0019892b;
undefined DAT_001994ef;
undefined DAT_0019b765;
undefined DAT_0063c650;
pointer PTR_LAB_0063c680;
undefined DAT_0019ca0e;
undefined DAT_0019d5e3;
undefined DAT_00197909;
undefined8 DAT_0063c6d0;
undefined DAT_0063c700;
undefined8 DAT_0063c790;
undefined DAT_0019893b;
